time,length,frequency,pan,gain,voice,event
0.0,8.8,0.11214973959286448,-1.0,0.4838709677419355,9,0
0.0,0.06666667,0.6089948115566765,1.0,0.39784946580645164,4,0
0.0,0.06666667,0.6077419714979837,-1.0,0.39784946580645164,5,0
0.0,8.8,0.11958304662528582,1.0,0.4838709677419355,8,0
0.0,0.13968254,0.4974693703691541,1.0,0.39784946580645164,0,0
0.0,0.06666667,0.6077419714979837,-1.0,0.39784946580645164,7,0
0.0,0.13968254,0.4974693703691541,1.0,0.39784946580645164,2,0
0.0,0.13968254,0.4955922319051191,-1.0,0.39784946580645164,1,0
0.0,0.13968254,0.4955922319051191,-1.0,0.39784946580645164,3,0
0.0,0.06666667,0.6089948115566765,1.0,0.39784946580645164,6,0
0.06666667,0.06666667,0.6414341200408283,1.0,0.39784946580645164,4,1
0.06666667,0.06666667,0.6414341200408283,1.0,0.39784946580645164,6,1
0.06666667,0.06666667,0.6403202045275854,-1.0,0.39784946580645164,5,1
0.06666667,0.06666667,0.6403202045275854,-1.0,0.39784946580645164,7,1
0.13333333,0.06666667,0.6694624270224567,-1.0,0.39784946580645164,7,2
0.13333333,0.06666667,0.6704651526379168,1.0,0.39784946580645164,6,2
0.13333333,0.06666667,0.6704651526379168,1.0,0.39784946580645164,4,2
0.13333333,0.06666667,0.6694624270224567,-1.0,0.39784946580645164,5,2
0.13968254,0.13968254,0.5281704649347211,-1.0,0.39784946580645164,1,1
0.13968254,0.13968254,0.5281704649347211,-1.0,0.39784946580645164,3,1
0.13968254,0.13968254,0.5298396604569149,1.0,0.39784946580645164,2,1
0.13968254,0.13968254,0.5298396604569149,1.0,0.39784946580645164,0,1
0.2,0.06666667,0.6882536397110331,1.0,0.39784946580645164,6,3
0.2,0.06666667,0.6882536397110331,1.0,0.39784946580645164,4,3
0.2,0.06666667,0.6873134780612464,-1.0,0.39784946580645164,5,3
0.2,0.06666667,0.6873134780612464,-1.0,0.39784946580645164,7,3
0.26666667,0.06666667,0.719891711090848,-1.0,0.39784946580645164,7,4
0.26666667,0.06666667,0.719891711090848,-1.0,0.39784946580645164,5,4
0.26666667,0.06666667,0.7207275680063638,1.0,0.39784946580645164,6,4
0.26666667,0.06666667,0.7207275680063638,1.0,0.39784946580645164,4,4
0.27936508,0.13968254,0.5588154159669981,1.0,0.39784946580645164,0,2
0.27936508,0.13968254,0.5588154159669981,1.0,0.39784946580645164,2,2
0.27936508,0.13968254,0.5573126874295921,-1.0,0.39784946580645164,1,2
0.27936508,0.13968254,0.5573126874295921,-1.0,0.39784946580645164,3,2
0.33333333,0.06666667,0.7490339335857193,-1.0,0.39784946580645164,7,5
0.33333333,0.06666667,0.7497863183843958,1.0,0.39784946580645164,6,5
0.33333333,0.06666667,0.7490339335857193,-1.0,0.39784946580645164,5,5
0.33333333,0.06666667,0.7497863183843958,1.0,0.39784946580645164,4,5
0.4,0.06666667,0.7816121666153213,-1.0,0.39784946580645164,5,6
0.4,0.06666667,0.7822810540989791,1.0,0.39784946580645164,4,6
0.4,0.06666667,0.7816121666153213,-1.0,0.39784946580645164,7,6
0.4,0.06666667,0.7822810540989791,1.0,0.39784946580645164,6,6
0.41904762,0.13968254,0.5765727852805697,1.0,0.39784946580645164,2,3
0.41904762,0.13968254,0.5751637384683818,-1.0,0.39784946580645164,1,3
0.41904762,0.13968254,0.5751637384683818,-1.0,0.39784946580645164,3,3
